id,title,author,year,isbn
12582,Strange Meeting,Susan Hill,,9780140036954
12583,Island Beneath the Sea,"Isabel Allende (Goodreads Author), Margaret Sayers Peden (translator)",,9780061988240
12584,"Wages, Price and Profit",Karl Marx,,9781410219213
12585,Fairish,Esti Kinasih,,9999999999999
12586,Forever Mine,Elizabeth Reyes (Goodreads Author),,9781475244205
12587,بيكاسو وستاربكس,ياسر حارب (Goodreads Author),,9789953566238
12588,صانع الظلام,تامر إبراهيم,,9789992195758
12589,Floating Staircase,Ronald Malfi (Goodreads Author),,9780843964240
12590,The Archmage Unbound,Michael G. Manning (Goodreads Author),,9999999999999
12591,القرآن كائن حي,مصطفى محمود,,9999999999999
12592,Elephant Run,Roland Smith,,9781423104025
12593,River of Stars,Guy Gavriel Kay (Goodreads Author),,9780451464972
12594,When You've Been Blessed (Feels Like Heaven),Adrienne Thompson (Goodreads Author),,9999999999999
12595,See Me,Adrienne Thompson (Goodreads Author),,9780983756989
12596,Yellow Crocus,Laila Ibrahim (Goodreads Author),,9780984502202
12597,The Sunset Limited,"Cormac McCarthy, مجید حاتمی (مترجم)",,9780307278364
12598,Homestuck Book Three,Andrew Hussie,,9781936561100
12599,Victus,Albert Sánchez Piñol,,9788496735729
12600,Screenplay: The Foundations of Screenwriting,Syd Field,,9780385339032
12601,Besos de murciélago,Silvia Hervás,,9788415580096
12602,The Girl,Lola St. Vil (Goodreads Author),,9781479390717
12603,The Tennis Partner,Abraham Verghese (Goodreads Author),,9780060931131
12604,Fallen,Julie Morgan (Goodreads Author),,B00H1EMU88
12605,The Kabbalistic Murder Code,Nathan Erez (Goodreads Author),,B00JMHT0K8
12606,The Road Home,Jim Harrison,,9780330484282
12607,Olvidado rey Gudú,Ana María Matute,,9788423976645
12608,Awareness: The Key to Living in Balance,Osho,,9780312275631
12609,"Here, There Be Dragons",James A. Owen (Goodreads Author),,9781416912279
12610,Adore Me,Jillian Dodd (Goodreads Author),,B00E7TP60E
12611,Blaze,Susan Johnson (Goodreads Author),,9780553299571
12612,신의 탑 1 [Tower of God],SIU,,9999999999999
12613,Amarse con los ojos abiertos,"Jorge Bucay, Silvia Salinas",,9788479019396
12614,Kraken,China Miéville (Goodreads Author),,9780345497499
12615,Before We Were Free,Julia Alvarez (Goodreads Author),,9780440237846
12616,Le mystère des dieux,Bernard Werber,,9782226179791
12617,Earth (The Book): A Visitor's Guide to the Human Race,"Jon Stewart (Editor/Contributor), Rory Albanese (Editor/Contributor), Kevin Bleyer (Contributor), Rich Bloomquist (Contributor), Steve Bodow (Editor/Contributor), Tim Carvell (Contributor), Wyatt Cenac (Contributor), Hallie Haglund (Contributor), more…",,9780446579223
12618,Kyland,Mia Sheridan (Goodreads Author),,B00SPBE1T2
12619,Cuckoo Song,Frances Hardinge,,9780330519731
12620,Evil Games,Angela Marsons (Goodreads Author),,B00U7K5F4O
12621,The Mammy,Brendan O'Carroll,,9780452281035
12622,Lara's Gift,Annemarie O'Brien (Goodreads Author),,9780375971051
12623,সমগ্র শিশুসাহিত্য,"Sukumar Ray, Satyajit Ray (Editor)",,9788170669036
12624,Matilda's Last Waltz,Tamara McKinley,,9780312262020
12625,Dead at Daybreak,"Deon Meyer, Madeleine Van Biljon (Translator)",,9780316154628
12626,La historia del loco,John Katzenbach,,9788466619462
12627,أنتيخريستوس,أحمد خالد مصطفى (Goodreads Author),,9999999999999
12628,The Foundation Pit,"Andrei Platonov, Mirra Ginsburg (Translator)",,9780810111455
12629,The Far Reaching Tentacles of N'rygoth,"Kurtis J. Wiebe (Goodreads Author), Roc Upchurch (Artist), Stjepan Šejić (Artist)",,9781632150400
12630,Human Landscapes from My Country: An Epic Novel in Verse,"Nâzım Hikmet Ran, Randy Blasing (Translator), Mutlu Konuk Blasing (Translator)",,9780892552733
12631,Winterkill,Kate A. Boorman (Goodreads Author),,9781419712357
12632,Now You See Me,Sharon J. Bolton (Goodreads Author),,9780312600525
12633,Revelation,Randi Cooley Wilson (Goodreads Author),,9999999999999
12634,Riding Fence,A.H. Holt,,9780803498013
12635,Chasing Tomorrow,"Tilly Bagshawe, Sidney Sheldon",,9780062304025
12636,Time And Eternity: Exploring God's Relationship To Time,William Lane Craig,,9781581342413
12637,End of Watch,Stephen King (Goodreads Author),,9781501129742
12638,"A New Life: The Chronicles of the Reverie, Novella 1",Natomi Karkael (Goodreads Author),,9781537646831
12639,The Grey Woods,J. Carson Rose (Goodreads Author),,9781483447667
12640,The Black Tides of Heaven,J.Y. Yang (Goodreads Author),,9780765395412
12641,Daughter of the Pirate King,Tricia Levenseller (Goodreads Author),,9781250095961
12642,Starman Jones,Robert A. Heinlein,,9781416505501
12643,Ichabod Wolfe,Frank Fiordalisi (Goodreads Author),,9781610091909
12644,"Pogingen iets van het leven te maken: Het geheime dagboek van Hendrik Groen, 83¼ jaar",Hendrik Groen,,9789029089975
12645,Blood Brothers,Willy Russell,,9780413767707
12646,The Kept Woman,Karin Slaughter (Goodreads Author),,9780062430212
12647,The Simpsons and Their Mathematical Secrets,Simon Singh,,9781620402771
12648,Tattered,Devney Perry (Goodreads Author),,9780998358376
12649,Just Friends,Camilla Isley (Goodreads Author),,9788887269185
12650,The Loneliest Girl in the Universe,Lauren James (Goodreads Author),,9781406375473
12651,Swastika Night,"Katharine Burdekin, Daphne Patai (Introduction), Anne-Sylvie Homassel (Translator)",,9780935312560
12652,The Broken Girls,Simone St. James (Goodreads Author),,B0738KSJ8F
12653,لا أريد لهذي القصيدة أن تنتهي,"Mahmoud Darwish, محمود درويش",,9789953214146
12654,The Binding,Bridget Collins (Goodreads Author),,9780008272111
12655,The Star Wars Trilogy,"George Lucas, Donald F. Glut, James Kahn (Goodreads Author)",,9780345475824
12656,Heartsong,T.J. Klune (Goodreads Author),,9781644052273
12657,Syskonkärlek,Katarina von Bredow,,9789120101316
12658,جين إير - الجزء الأول,"Charlotte Brontë, حلمي مراد (مترجم)",,9999999999999
12659,Babylon's Ashes,James S.A. Corey (Goodreads Author),,9780356504261
12660,عدالة وفن,"Tawfiq Al-Hakim, توفيق الحكيم",,9770913065
12661,The Upside of Falling,Alex Light (Goodreads Author),,9780062918055
12662,Red Planet,Robert A. Heinlein,,9780345493187
12663,You Remind Me of Me,Dan Chaon (Goodreads Author),,9780345441416
12664,The Pickup,Nadine Gordimer,,9780142001424
12665,Blood Brothers,Nora Roberts (Goodreads Author),,9780515143805
12666,The Pagan Stone,Nora Roberts (Goodreads Author),,9780515144666
12667,The Conquering Sword of Conan,"Robert E. Howard, Gregory Manchess (Illustrator), Patrice Louinet (Editor)",,9780345461537
12668,The Women of Brewster Place,Gloria Naylor,,9780140066906
12669,Return to Sullivan's Island,Dorothea Benton Frank,,9780061438455
12670,The 120 Days of Sodom and Other Writings,"Marquis de Sade, Austryn Wainhouse (Translator, compiler), Richard Seaver (Translator, compiler), Simone de Beauvoir (Introduction), Pierre Klossowski (Introduction), Annette Michelson (Translator), Joseph H. McMahon (Translator)",,9999999999999
12671,حياة المسيح,عباس محمود العقاد,,9999999999999
12672,Blind Faith,Ben Elton,,9780552773904
12673,The Bell Curve: Intelligence and Class Structure in American Life,"Richard J. Herrnstein, Charles Murray",,9780684824291
12674,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,,9780060556570
12675,Escape From the Forest,"Erin Hunter (Creator), Dan Jolley (Goodreads Author), Don Hudson (Illustrator)",,9780061547935
12676,A Christmas Memory,Truman Capote,,9780375837890
12677,Dealova,Dyan Nuranindya,,9999999999999
12678,Summer in Seoul,Ilana Tan,,9789792224603
12679,Alvin Journeyman,Orson Scott Card,,9780312850531
12680,Handling the Undead,John Ajvide Lindqvist,,9781847244130
12681,The Awful Rowing Toward God,Anne Sexton,,9780395203651
12682,No Doubt About It,Sheri Dew,,9781573459327
12683,Summer Lightning,P.G. Wodehouse,,9780393341614
12684,Galore,Michael Crummey (Goodreads Author),,9780385663144
12685,Grave Secret,Charlaine Harris (Goodreads Author),,9780425230152
12686,Owlflight,"Mercedes Lackey, Larry Dixon",,9780886778040
12687,Something To Talk About,Violet Summers,,9781595786487
12688,Granny Dan,Danielle Steel,,9780552145084
12689,Lament for a Son,Nicholas Wolterstorff,,9780802802941
12690,The Last Good Kiss,James Crumley,,9780394759890
12691,Terrorist,John Updike,,9780307264657
12692,13 to Life,Shannon Delany (Goodreads Author),,9780312609146
12693,Devoured by Darkness,Alexandra Ivy (Goodreads Author),,9781420111354
12694,The First Princess of Wales,Karen Harper,,9780307237910
12695,The Homecoming of Samuel Lake,Jenny Wingfield (Goodreads Author),,9780385344081
12696,Sleepless in Scotland,Karen Hawkins (Goodreads Author),,9781416560258
12697,Double Cross,Malorie Blackman (Goodreads Author),,9780385615518
12698,Seven Types of Ambiguity,Elliot Perlman,,9781594481437
12699,Dinotopia: A Land Apart from Time,James Gurney,,9780060530648
12700,Sweep: Volume 3,Cate Tiernan,,9780142419557
12701,Between,Mary Ting (Goodreads Author),,9781937593780
12702,Sashenka,Simon Sebag Montefiore (Goodreads Author),,9781416595540
12703,The Little Engine That Could,"Watty Piper, Doris Hauman (Illustrator), George Hauman (Illustrator)",,9780448405209
12704,Letter to a Christian Nation,Sam Harris,,9780307265777
12705,All Hallows' Eve,Vivian Vande Velde,,9780152055769
12706,Witchling,Yasmine Galenorn (Goodreads Author),,9780425212547
12707,Stuart: A Life Backwards,Alexander Masters,,9780385340007
12708,"Truly, Madly",Heather Webber (Goodreads Author),,9780312946135
12709,"Bone, Vol. 3: Eyes of the Storm","Jeff Smith, Steve Hamaker (Colorist )",,9780439706384
12710,Aurélia and Other Writings,"Gérard de Nerval, Gent Sturgeon (Illustrator), Geoffrey Atheling Wagner (Translator), Robert Duncan (Translator), Marc Lowenthal (Translator)",,9781878972095
12711,Les Chants de Maldoror,"Comte de Lautréamont, Guy Wernham (Translator)",,9780811200820
12712,Bezonken rood,Jeroen Brouwers,,9789029508063
12713,The Female Brain,Louann Brizendine,,9780767920094
12714,Naked Economics: Undressing the Dismal Science,"Charles Wheelan, Burton G. Malkiel (Foreword)",,9780393337648
12715,Blood Fever,Charlie Higson,,9780786836628
12716,God's Debris: A Thought Experiment,Scott Adams,,9780740747878
12717,Middle School: The Worst Years of My Life,"James Patterson (Goodreads Author), Chris Tebbetts (Goodreads Author), Laura Park (Illustrator)",,9780316101875
12718,What It is Like to Go to War,Karl Marlantes,,9780802119926
12719,Koko,Peter Straub (Goodreads Author),,9780007103676
12720,The Next Always,"Nora Roberts (Goodreads Author), MacLeod Andrews (Narrator)",,9781455806850
12721,Bride Quartet Boxed Set,Nora Roberts (Goodreads Author),,9780425239933
12722,October Breezes,Maria Rachel Hooley (Goodreads Author),,9781448646067
12723,Postcards from No Man's Land,Aidan Chambers,,9780525468639
12724,Permutation City,Greg Egan,,9780061054815
12725,Kilimanjaro and Beyond: A Life-Changing Journey,"Barry Finlay (Goodreads Author), Chris Finlay",,9781457503924
12726,The Dragon God,Brae Wyckoff (Goodreads Author),,9781492996330
12727,True to the Last,Evelyn Everett-Green,,9999999999999
12728,Charade,Sandra Brown (Goodreads Author),,9780446601856
12729,Son of Perdition,Wendy Alec,,9780956333001
12730,The Complete Mackenzies Collection: Mackenzie's Mountain / Mackenzie's Mission / Mackenzie-s Pleasure / Mackenzie's Magic / A Game of Chance,Linda Howard,,B000VXV7QM
12731,Aurian,Maggie Furey,,9780553565256
12732,Clifford the Big Red Dog,Norman Bridwell,,9780590442978
12733,Searching for Tomorrow,Kathryn McNeill Crane (Goodreads Author),,9781493542673
12734,Strange Angels and Betrayals,"Lili St. Crow, Lilith Saintcrow (Goodreads Author)",,9781595144928
12735,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,,9780735611313
12736,True,Erin McCarthy (Goodreads Author),,9781101623152
12737,A Vampire's Saving Embrace,Darlene Kuncytes (Goodreads Author),,B00BHYJRCU
12738,The Cloud Searchers,Kazu Kibuishi (Goodreads Author),,9780545208857
12739,Aspho Fields,Karen Traviss (Goodreads Author),,9780345499431
12740,Göttlich-Trilogie,"Josephine Angelini (Goodreads Author), Simone Wiemken (Translator)",,9783791526294
12741,Queen of the World!,"Jennifer L. Holm (Goodreads Author), Matthew Holm",,9780375832291
12742,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",Preeti Shenoy (Goodreads Author),,9789380349305
12743,Underground,Kat Richardson (Goodreads Author),,9780451462121
12744,Seawitch,Kat Richardson (Goodreads Author),,9780451464552
12745,The Dawn Country,"W. Michael Gear, Kathleen O'Neal Gear (Goodreads Author)",,9780765320179
12746,Broken Embrace,Dana Mason (Goodreads Author),,B00KPHS6KE
12747,The Road to Los Angeles,John Fante,,9780876856499
12748,Sorta Like a Rock Star,Matthew Quick (Goodreads Author),,9780316043526
12749,The Harsh Cry of the Heron,Lian Hearn,,9789791141055
12750,Rominus: The Initiation,Jonathan Amaret (Goodreads Author),,9780983197195
12751,The Mighty Miss Malone,Christopher Paul Curtis,,9780385734912
12752,Todo lo que podríamos haber sido tú y yo si no fuéramos tú y yo,Albert Espinosa (Goodreads Author),,9788425344138
12753,Railsea,China Miéville (Goodreads Author),,9780345524522
12754,Misled,Kathryn C. Kelly (Goodreads Author),,9781311099518
12755,My Last Sigh,"Luis Buñuel, Abigail Israel (Translator)",,9780816643875
12756,The Consequences Series Box Set,Aleatha Romig (Goodreads Author),,9780988489189
12757,Courage,Molly Evangeline (Goodreads Author),,9780983774013
12758,Le Cid,"Pierre Corneille, F.W. Warren (Introduction)",,9782035831989
12759,واي من لوف مزز,إيهاب معوض,,9789776467194
12760,Dante Valentine: The Complete Series,Lilith Saintcrow (Goodreads Author),,9780316101967
12761,"Oh, wie schön ist Panama",Janosch,,9783407805331
12762,When the Butterflies Came,Kimberley Griffiths Little (Goodreads Author),,9780545425131
12763,Vele hemels boven de zevende,Griet Op de Beeck,,9789044622805
12764,Inside the O'Briens,Lisa Genova (Goodreads Author),,9781476717777
12765,The Readers of Broken Wheel Recommend,"Katarina Bivald (Goodreads Author), Alice Menzies (Translator)",,9781492623441
12766,Graduation Day,"Joelle Charbonneau, Amélie Sarn",,9780547959214
12767,Sita: An Illustrated Retelling of the Ramayana,Devdutt Pattanaik (Goodreads Author),,9780143064329
12768,Noah,Sebastian Fitzek (Goodreads Author),,9783785724828
12769,Life and Death are Wearing Me Out,"Mo Yan, Howard Goldblatt (Translator)",,9781559708531
12770,The Crystal of Yggdrasil,Gianni Perticaroli (Goodreads Author),,9788893217859
12771,Tiny Pretty Things,"Sona Charaipotra (Goodreads Author), Dhonielle Clayton",,B00N81BB8I
12772,As Red as Blood,"Salla Simukka, Owen F. Witesman (Translator)",,9781524713416
12773,The Mistake,Elle Kennedy (Goodreads Author),,9781511660662
12774,Fire Sea,"Margaret Weis (Goodreads Author), Tracy Hickman (Goodreads Author)",,9780553295412
12775,The Passenger,Lisa Lutz (Goodreads Author),,9781451686630
12776,El libro de Jade,Lena Valenti,,9788492544424
12777,Fool Me Once,Harlan Coben (Goodreads Author),,9780525955092
12778,The Girl in 6E,A.R. Torre,,B00HQ2N0M0
12779,Desecrating Solomon,Lucian Bane (Goodreads Author),,9999999999999
12780,Birthday Letters,Ted Hughes,,9780374525811
12781,"Alice 19th, Vol. 3",Yuu Watase,,9781591162308
12782,Limits of Destiny,Sharlyn G. Branson (Goodreads Author),,B016QTOFEA
12783,A River Runs Through It,"Norman Maclean, Barry Moser (Illustrator)",,9780226500607
12784,Hadji Murád,Leo Tolstoy,,9781602060135
12785,Glimpse Spirit vol. 6,Lisa Mathisen (Goodreads Author),,B06XHS9PKB
12786,Galaxy in Flames,Ben Counter,,9781844163939
12787,Fire and Fury: Inside the Trump White House,Michael Wolff,,9781250158062
12788,Liberators: Super Indy,Alex Letner,,B07BV5BRSD
12789,Wrath,John Gwynne (Goodreads Author),,9781447259688
12790,Power Stones: The Room of Relics (Power Stones Series Book 6),Brad Barker,,B07KPPFP8W
12791,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"Amy Ramos, Amanda C. Hughes (Foreword)",,9781623158088
12792,Far From You,Tess Sharpe (Goodreads Author),,9781780621654
12793,Ember Rising,"S.D. Smith (Goodreads Author) (Illustrator), Zach Franzen (Illustrator)",,9780999655320
12794,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,,9780451485076
12795,Depraved Heart,Patricia Cornwell (Goodreads Author),,9780062325402
12796,Wolfsong,T.J. Klune (Goodreads Author),,B01GJ0S5M4
12797,خرائط الروح,أحمد إبراهيم الفقيه,,9999999999999
12798,من العالم المجهول - خبايا الصدور,يوسف السباعي,,9999999999999
12799,A Guinea Pig Christmas Carol,"Tess Gammell, Alex Goodwin, Charles Dickens",,9781635573114
12800,السقا مات,يوسف السباعي,,9999999999999
12801,The First Mistake,Sandie Jones (Goodreads Author),,9781250192028
12802,Furyborn,Claire Legrand (Goodreads Author),,9781492656623
12803,In the Dream House: A Memoir,Carmen Maria Machado (Goodreads Author),,9781644450031
